route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
77119,Weekday,101,San Francisco,101,0,,1438439,1,1
77119,Weekday,102,San Jose Diridon,102,1,,1438440,1,1
77119,Weekday,103,San Francisco,103,0,,1438439,1,1
77119,Weekday,104,San Jose Diridon,104,1,,1438440,1,1
77119,Weekday,105,San Francisco,105,0,,1438439,1,1
77119,Weekday,106,San Jose Diridon,106,1,,1438440,1,1
77119,Weekday,107,San Francisco,107,0,,1438439,1,1
77119,Weekday,108,Tamien,108,1,,1440480,1,1
77119,Weekday,109,San Francisco,109,0,,1438439,1,1
77119,Weekday,110,San Jose Diridon,110,1,,1438440,1,1
77119,Weekday,111,San Francisco,111,0,,1438439,1,1
77119,Weekday,112,San Jose Diridon,112,1,,1438440,1,1
77119,Weekday,113,San Francisco,113,0,,1440479,1,1
77119,Weekday,114,San Jose Diridon,114,1,,1438440,1,1
77119,Weekday,115,San Francisco,115,0,,1438439,1,1
77119,Weekday,116,San Jose Diridon,116,1,,1438440,1,1
77119,Weekday,117,San Francisco,117,0,,1438439,1,1
77119,Weekday,118,San Jose Diridon,118,1,,1438440,1,1
77119,Weekday,119,San Francisco,119,0,,1438439,1,1
77119,Weekday,120,San Jose Diridon,120,1,,1438440,1,1
77119,Weekday,121,San Francisco,121,0,,1438439,1,1
77119,Weekday,122,San Jose Diridon,122,1,,1438440,1,1
77119,Weekday,123,San Francisco,123,0,,1438439,1,1
77119,Weekday,124,San Jose Diridon,124,1,,1438440,1,1
77119,Weekday,125,San Francisco,125,0,,1438439,1,1
77119,Weekday,126,San Jose Diridon,126,1,,1438440,1,1
77119,Weekday,127,San Francisco,127,0,,1438439,1,1
77119,Weekday,128,San Jose Diridon,128,1,,1438440,1,1
77119,Weekday,129,San Francisco,129,0,,1438439,1,1
77119,Weekday,130,San Jose Diridon,130,1,,1438440,1,1
77119,Weekday,131,San Francisco,131,0,,1438439,1,1
77119,Weekday,132,San Jose Diridon,132,1,,1438440,1,1
77119,Weekday,133,San Francisco,133,0,,1438439,1,1
77119,Weekday,134,San Jose Diridon,134,1,,1438440,1,1
77119,Weekday,135,San Francisco,135,0,,1438439,1,1
77119,Weekday,136,San Jose Diridon,136,1,,1438440,1,1
