Sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,Cohort
S0131.INDIA_2160_PLS_1,-1.1253728451084803,-3.2587960048851676,-6.404149883394614,-0.4874720794996357,16.317549823451973,-4.851579898571161,1.4310838863256223,8.134165003404888,6.240139333786378,1.9727069623507436,8.535330907533712,-1.0220536215354037,0
S0129A.INDIA_2180_PLS_1,-27.657019113623473,0.3656545053253154,-10.4997401711179,4.79226125914171,-3.507706816806375,18.255455824080645,9.677361139426043,7.743439464803787,-9.673338724967389,2.463538333089219,-5.330377702807186,-1.603076358195049,0
S0129A.INDIA_2183_PLS_1,-29.002535853951905,-2.0360487662697464,-19.124380465333733,1.9805526080485,6.505860944623998,25.16209323404993,3.0441376431361475,-3.0845947440067856,-2.6535391198900906,-0.0257544635354565,9.951661602475005,2.365204984330363,0
S0159.INDIA_2373_PLS_1,1.6746730339548468,-0.3313457742014202,2.7449668411730412,3.0247713530749043,-7.488221203917936,11.689584412834646,14.015076573144784,1.457143826850286,-3.048903183531127,-2.7564817204908865,0.0571720004805189,3.3128524362587295,0
S0167.INDIA_2402_PLS_1,-48.94962665705291,-3.1992931993881233,-24.61309805509303,6.15849314055477,-13.468698068493508,11.855381522893415,11.6214419192593,3.966773578107077,-3.050265743089484,-3.396041903006077,-5.627656054460108,1.6347092386859834,0
S0167.INDIA_2403_PLS_1,-26.09323601307969,-1.7616085176906242,-13.789790763934349,0.5823083294326212,-9.587124191668314,15.720451032912068,8.748868646253642,4.264375911848476,-5.820095617923194,0.4073762937698011,-5.735255773936756,5.104739936703895,0
S0167.INDIA_2405_PLS_1,-57.16844477627553,-4.740947493672016,-25.76163080092624,7.087597122057983,-1.095120397913108,3.429260177928427,-1.1873709705129347,6.204216822808191,-5.284524919451212,-5.552671896424492,1.6304187488138142,-2.1684607774040243,0
S0167.INDIA_2407_PLS_1,-39.6101403499225,-1.3539771849048925,-19.263262716181888,4.330613513835961,-8.009529153677423,-4.899278973784524,-2.1775848083967193,5.645947072091774,2.9951881225600814,2.9136475548495233,2.6297955107872517,-1.1878204758870063,0
S0167.INDIA_2409_PLS_1,-37.41086324933453,-4.1617126665439965,-25.46088797412359,5.210167732356821,-6.021608978218655,13.822575492138236,10.431157126789508,2.706867568942575,-3.1406062585723773,-1.2292382221939906,-0.0849566469819865,3.346642957677562,0
S0167.INDIA_2410_PLS_1,-29.504002710691164,-3.627628289867062,-19.156165907963477,-0.9424666099445476,2.582744257522054,9.329321834547136,9.607517436578265,-6.035357782078696,1.1421935015800582,1.7104103083403934,-9.991294389091497,-7.790455304002017,0
