param,lower,upper,molecule,value
m,850.0,900.0,NO2,-0.0030400000000000028
m,900.0,950.0,NO2,-0.003079999999999998
m,950.0,1000.0,NO2,-0.003100000000000005
m,1.0,50.0,O2,-0.0013673469387755102
m,50.0,100.0,O2,-0.00178
m,100.0,150.0,O2,-0.00192
m,150.0,200.0,O2,-0.0020199999999999997
m,200.0,250.0,O2,-0.0020999999999999994
m,250.0,300.0,O2,-0.0021799999999999996
m,300.0,350.0,O2,-0.0021999999999999997
m,350.0,400.0,O2,-0.00226
m,400.0,450.0,O2,-0.002300000000000002
m,450.0,500.0,O2,-0.00234
m,500.0,550.0,O2,-0.0023599999999999975
m,550.0,600.0,O2,-0.002400000000000002
m,600.0,650.0,O2,-0.00242
m,650.0,700.0,O2,-0.00246
m,700.0,750.0,O2,-0.00246
m,750.0,800.0,O2,-0.0025
m,800.0,850.0,O2,-0.002519999999999998
m,850.0,900.0,O2,-0.00254
m,900.0,950.0,O2,-0.0025600000000000024
m,950.0,1000.0,O2,-0.0025800000000000003
