,flux
phosphoglycolate_phosphatase,60.0
glycolate_oxidase,60.0
glycine_transaminase,29.999999999999996
glycine_decarboxylase,30.000000000000004
serine_glyoxylate_transaminase,30.000000000000004
glycerate_dehydrogenase,30.0
catalase,60.0
